	genome_group	genome_hash	count	n_count	Fraction	dataset	Station	Latitude	Longitude	Depth	PE_read_count	genome_name	genome_size
800	MGII	4e986d9bc778ea6bd2ff7ea2093f14e6	44	0.0536703814391	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|663526170|gb|KF901053.1| Uncultured marine group II/III euryarchaeote KM3_74_A11 genomic sequence	38908
801	Cyanophage	ad41b9a65623c6d4a1cff5cbb3349e92	1	0.00801947525665	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2620273_6003 /station=TARA_042 /depth=80 /filter=0-0.22	5918
802	MGII	339a11c9fbc20afce016d9ef6c789e96	12	0.0081028819069	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|482770381|gb|ARPJ01000001.1| Marine group II euryarchaeote SCGC AAA288-C18 A288C18DRAFT_2505694915.1_C, whole genome shotgun sequence	70285
803	Cyanophage	25ede89c915b210d655d6c7a5d362db6	1124	0.21134703165	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|312281379|ref|NC_006883.2| Prochlorococcus phage P-SSM2, complete genome	252401
804	Euryarchaeota	59ecb0e14c847d4e33ef792120381d65	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822982|dbj|BBBE01000027.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00027, whole genome shotgun sequence	2325
805	MGII_virus	b18af36ea2e34feba618d892a21af8e8	371	0.183227017202	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__154592	96096
806	MGII_virus	68b78412a7f11f18f4a50f5605957f04	353	0.27404375481	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__172037	61133
807	MGII	a70e8a02337fcd124857e3149c4ed229	801	0.644570983768	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__156469	58977
808	Cyanophage	3d23d5e775497479041e467f98ef0a52	3	0.0173419931433	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2622656_647526 /station=TARA_122 /depth=5 /filter=0.1-0.22	8210
809	MGII	54b4685d31d999a744f3b643815f624a	1932	1.0806406655	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__157638	84849
810	SAR116	0dafb4aa9e8b1bb83a0b200d446ec278	1975	0.0802850797639	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	NZ_AFXB01000010.1 SAR116 cluster alpha proteobacterium HIMB100 contig10, whole genome shotgun sequence	1167490
811	MGII	4d33c70765f3be349acb8f68c9d5b9f0	4011	0.757135749247	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__155189	251420
812	Cyanophage	367bbaaa2e2f57c2d434092e94455763	1	0.00510040350015	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2620094_1815 /station=TARA_039 /depth=25 /filter=0-0.22	9305
813	Euryarchaeota	b67c4a47e31e0bd3c8712ea6940bec3e	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822979|dbj|BBBE01000030.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00030, whole genome shotgun sequence	1955
814	MGII	6b480bfc649fd78b62cca13a98f92f16	3192	0.854258553494	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__172446	177335
815	MGII	0c7f30d475d2937d9b0d28f0123419ce	934	0.58160393318	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__1205679	76215
816	MGII	61c89861d20f65e76b0921a264d386ab	1072	0.58790049455	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__157361	86539
817	Euryarchaeota	a3d19fff4deb7711adc404a497413386	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822991|dbj|BBBE01000018.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00018, whole genome shotgun sequence	22132
818	Uncultured_phage	d13407530eec0d174f681d194eac317d	157	0.154866729726	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__155031_phage	48113
819	Cyanophage	d22a0af4a7860a53341e5edda689e011	5	0.0214321055676	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2621173_2106 /station=TARA_072 /depth=100 /filter=0-0.22	11072
820	MGII	1c662196f135daaaffa12bd2540752ca	155	1.08354462486	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__418747	6789
821	MGII	4a1743f8da64feca9e97662122c1ba53	2172	0.763855241044	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__172500	134949
822	MGII	7726354a5e13671052ad42e070483dac	704	0.642735417665	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__154776	51983
823	MGII	e5aad4e3a39e2da75e5220fb0a901c2f	259	0.509637502937	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__1209387	24119
824	Cyanophage	ec6bc2d0a8055d648d0cde3779f38377	53	0.0656284210126	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|472340512|ref|NC_020847.1| Cyanophage MED4-184 genomic sequence	38327
825	Euryarchaeota	8240c9371003f0786be345fefe69d9ee	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822972|dbj|BBBE01000037.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00037, whole genome shotgun sequence	939
826	Euryarchaeota	f85a93f6b10cbaf17d539d22e9332b7f	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822973|dbj|BBBE01000036.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00036, whole genome shotgun sequence	1091
827	Uncultured_phage	ce5f13eddf742fd215830ac8d2cc1cd7	115	0.111048552849	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__156547_phage	49148
828	MGII	b21a5bfca1812440d510ffc3e276ebed	1390	0.728899980672	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__157643	90504
829	Prochlorococcus	8d38f90e14ff33a235b5934da2f88dcf	650881	18.4984646096	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome	1669886
830	MGII	67db24533894a8e101cfb4897967df79	368	0.699215536926	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__155937	24978
831	Euryarchaeota	d90b1fcd27a4bc0b91b8504d7b18043c	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|757142838|ref|NZ_AUMX01000001.1| [strain=DSM 4179], whole genome shotgun sequence	324318
832	Crenarchaeota	eaa5b12e32fc179a2ba580563c42833e	14	0.000403844965421	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|160338813|gb|CP000866.1| Nitrosopumilus maritimus SCM1, complete genome	1645259
833	Euryarchaeota	757266918d1450e9a79ebb633f20b48b	1	1.9151460965e-05	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|126177952|ref|NC_009051.1| Methanoculleus marisnigri JR1, complete genome	2478101
834	Cyanophage	7a99bf369c0b478306ccb6ad1e75e153	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2619903_3744 /station=TARA_034 /depth=5 /filter=0-0.22	8947
835	MGII	a299987148f42490acf66b4e710c8c6a	1153	1.52854885661	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__389883	35799
836	MGII_virus	ca46d0f32d64d17530afd51851c136d3	179	0.133228884133	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__155057	63764
837	SAR11	37b6dfae2296d915aadef66678c4b4ba	302231	10.274848705	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence	1395997
838	MGII	0a4d42aa39ee1d656370599e4c958fc5	757	0.54873313338	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__172640	65472
839	Uncultured_phage	8dfacd6f21a76f3b50ae70ce334c0503	281	0.186599092388	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__156293_SAR116_phage	71469
840	SAR116_Phage	6cac5ef27b5bb375bad180ca8be5b842	13	0.0111604194746	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|526244935|ref|NC_021864.1| Puniceispirillum phage HMO-2011, complete genome	55282
841	Uncultured_phage	b8a826ff187df28f88929d83edcb51b6	61	0.0416872754183	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__155255_phage	69446
842	Euryarchaeota	64f933c865bfe77bb9182ea6541f77bb	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932823008|dbj|BBBE01000001.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00001, whole genome shotgun sequence	465255
843	Cyanophage	2cf909f790ceb44ef8ee11829187d18f	27	0.00652842813002	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|58532811|ref|NC_006820.1| Synechococcus phage S-PM2, complete genome	196280
844	Uncultured_phage	017fff5f96c4e9f3ecfb78ef0d0c1341	1292	1.09222224622	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__158275_phage	56140
845	Euryarchaeota	d07b9c8628faa09fa7a7a9f7b28a586e	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822983|dbj|BBBE01000026.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00026, whole genome shotgun sequence	2720
846	MGII	ba8de44645a7ed6cca4c586892fbfc2f	570	0.861027917253	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__390204	31418
847	Euryarchaeota	935a49d2f0e1d884d32acb78a18fe5b6	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822974|dbj|BBBE01000035.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00035, whole genome shotgun sequence	1177
848	Cyanophage	68d505ed7e1bf469cfc93fad9186dbba	6	0.022971565619	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2621173_1423 /station=TARA_072 /depth=100 /filter=0-0.22	12396
849	MGII	0e5e80ff656568ea45afbb2880337647	1290	1.1133781624	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__160241	54988
850	MGII_virus	1ab1e0133df14226dd7900da4f82e01d	258	0.11558054804	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__154566	105939
851	MGII_virus	954166d7cce519dc8f98283b0288d990	169	0.0767647753428	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__155688	104483
852	Euryarchaeota	1c26e6ac2e30ab04e094cf4950ae5e2e	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822985|dbj|BBBE01000024.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00024, whole genome shotgun sequence	4118
853	MGII	0c48d9221d2a92e6a3edccaa4a129dd4	4316	1.73859359271	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__173319	117816
854	MGII	f354e982e7da93ed3af2c8f84964cc25	519	0.526761187366	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__403162	46760
855	Halovirus	87919bb77887eb43a8479f5d181309e2	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|443404569|ref|NC_020158.1| Halovirus HVTV-1, complete genome	102319
856	Cyanophage	38b99740a870581c2ab4437f6753629e	1711	0.448691184887	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|472340220|ref|NC_020845.1| Cyanophage MED4-213, complete genome	180977
857	Cyanophage	6194f8df3c275ef9889ef82e670951fa	52	0.0152866776362	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|422936140|ref|NC_019516.1| Cyanophage S-TIM5, complete genome	161440
858	MGII	ef3cc855ea2a03e5ec98be24202b5624	258	0.856078282792	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__412943	14303
859	Cyanophage	ffef92a620d53a5edcd431b12716af69	5266	1.40208604009	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|312281391|ref|NC_006884.2| Prochlorococcus phage P-SSM4, complete genome	178249
860	SAR11_Phage	cb7453592e09e5e69ca3fdceb1193237	1	0.00118882930209	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|460042324|ref|NC_020482.1| Pelagibacter phage HTVC011P, complete genome	39921
861	Euryarchaeota	b71baede37e73a56e86a045b1d63e33d	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822978|dbj|BBBE01000031.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00031, whole genome shotgun sequence	1865
862	MGII	720dcfbed855c0e58edfd70d3c8f6661	386	0.492731710471	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__167199	37179
863	SAR11_Phage	d5f367ab54b642e92d56052f007ee5cd	363	0.116969320554	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|460042436|ref|NC_020484.1| Pelagibacter phage HTVC008M, complete genome	147284
864	Cyanophage	0349bfb700b2f841be42be3a501633fe	38	0.294922595849	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2620078_7852 /station=TARA_039 /depth=5 /filter=0-0.22	6115
865	SAR116	a2ce005e2a19d7287ee2bd25b5e55971	11	0.008520790629	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	NZ_AFXB01000002.1 SAR116 cluster alpha proteobacterium HIMB100 contig2, whole genome shotgun sequence	61268
866	SAR116	db86585cb551d5c7747f28e2553d951b	30	0.00583207090131	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	NZ_AFXB01000004.1 SAR116 cluster alpha proteobacterium HIMB100 contig4, whole genome shotgun sequence	244129
867	Euryarchaeota	f49d9f096c003c9a81bd57b6d41046a7	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822988|dbj|BBBE01000021.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00021, whole genome shotgun sequence	5398
868	Euryarchaeota	c81b033ad27709a0c24d1638c2b6b297	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822969|dbj|BBBE01000040.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00040, whole genome shotgun sequence	681
869	Euryarchaeota	8f69be0be506a44878a909bff44101b8	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822986|dbj|BBBE01000023.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00023, whole genome shotgun sequence	4341
870	MGII	6b869cfde771592b82279c412c5aca77	2282	1.19779268427	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__1209332	90418
871	MGII	7a613c8787ec27a3c0679fee1ccca5d3	259	0.602871496068	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__367655	20389
872	MGII_virus	301d83db1d76369d2b53d4acf18f1e46	17	0.00874208828336	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2621151_104	92290
873	Uncultured_phage	65e4316453507f114515ff0434ac44bd	31	0.0284066437217	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__164390_phage	51792
874	Halovirus	0c292bf3f4cd772946893ad5f449442b	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|509141110|ref|NC_021335.1| Halovirus HRTV-7, complete genome	69048
875	MGII_virus	466fbeb45467972549dd4cc22276a97e	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2620879_23	93879
876	MGII	0a15dce371a33035be2f0aee5c8e5117	343	0.901208233246	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__157517	18063
877	Euryarchaeota	e39653a22439cd6ec1e9b5136bcb072e	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822989|dbj|BBBE01000020.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00020, whole genome shotgun sequence	5883
878	MGII	a79a89db0349892cbe51525c92cbd0bb	6442	1.65481761018	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__156040	184753
879	Euryarchaeota	c466a8eed0ae163dba5ddc3a5b22d482	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822987|dbj|BBBE01000022.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00022, whole genome shotgun sequence	5101
880	MGII	656359dcbf52294a89fe80b0e0a543c6	11	0.244864821884	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__2441869	2132
881	Prochlorococcus	0eb9432d2d6360d1e041fa144d9b6c11	10325	0.287538847762	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome	1704176
882	MGII_virus	389fd651c4ca3b76da9a807a2b49a3f9	91	0.0508338394492	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	X_contig__155773 DNApol similar to the split but is not a split	84959
883	Cyanophage	0c92188f8bed66f363e58b34fe2c9bf5	32	0.0328622526984	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|148724443|ref|NC_009531.1| Cyanophage Syn5, complete genome	46214
884	MGII_virus	2871a030d5f4d04037a9b6f405e19c5a	203	0.0872744694038	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	Z1	110390
885	MGII	fed8519c6389f29dc5b2b6e1ca6434f0	51	0.587766387327	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__2447543	4118
886	MGII	5df967460616a78f13eb1776d779cec8	937	0.691505279764	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__152245	64308
887	Halovirus	134bcd25e8b416c2dbe0a7d2b4d47a16	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|511534117|ref|NC_021471.1| Halovirus HSTV-1, complete genome	32189
888	Euryarchaeota	d914c82014bbcb67671b315e5e0201ae	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|288892655|gb|CP001899.1| Ferroglobus placidus DSM 10642, complete genome	2196266
889	SAR116	5d9ed38b79c583a0b30811a9ed0939f0	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|294083570:675264-676151 Candidatus Puniceispirillum marinum IMCC1322, complete genome	888
890	Cyanophage	a1a4484522e7f197e93087a5e39ad10b	14	0.110041332223	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2620812_6831 /station=TARA_064 /depth=5 /filter=0-0.22	6038
891	Cyanophage	b6045dd7874016ed8077ecf5f498ed7c	21	0.069053166074	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2620078_1066 /station=TARA_039 /depth=5 /filter=0-0.22	14433
892	Euryarchaeota	131b46c04662b2796c71166a0003fa15	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932823003|dbj|BBBE01000006.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00006, whole genome shotgun sequence	90645
893	Euryarchaeota	ff8910ff99a4b250d5f3019ac143b1bd	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822990|dbj|BBBE01000019.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00019, whole genome shotgun sequence	17575
894	SAR11	34b42784973a37a0c72b7383a24a57ee	13868	0.497100427158	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence	1324008
895	MGII	c17605ff6c4aa09b04d9c6600888c2b3	1049	0.540762491775	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__155598	92064
896	Cyanophage	a5c910dc0412354d599a17709abdbac0	9925	2.60176035437	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|326782024|ref|NC_015280.1| Prochlorococcus phage P-HM1, complete genome	181044
897	Euryarchaeota	0e4bdb44098c8ba5e9cba8d0c964a83e	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822999|dbj|BBBE01000010.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00010, whole genome shotgun sequence	81314
898	Cyanophage	044bab88ff99ff923efde82fbd605c6e	504	0.124258893919	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|472341521|ref|NC_020855.1| Cyanophage P-RSM6 genomic sequence	192497
899	Cyanophage	ba4c7ed1b0489104225a36696dc73b03	32	0.0700570230743	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2619962_238 /station=TARA_036 /depth=17 /filter=0-0.22	21678
900	Euryarchaeota	15e959cb28794f369241a8acbce07fe1	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822995|dbj|BBBE01000014.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00014, whole genome shotgun sequence	67774
901	MGII	3ebe5a78b626ed68771cc76a2e9bcff5	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|663530238|gb|KF901159.1| Uncultured marine group II/III euryarchaeote KM3_88_H06 genomic sequence	36624
902	MGII	c756c8241cb7523552193850f2fe0665	11	0.215456789211	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__3236544	2423
903	Cyanophage	d32dc705768ac025e86b4fd11732ce07	33	0.0504690448818	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2622821_608 /station=TARA_125 /depth=5 /filter=0.1-0.22	31032
904	MGII	38fb5b9fa398b72ad1841fcebd6378d0	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|663515939|gb|KF900769.1| Uncultured marine group II/III euryarchaeote KM3_192_B10 genomic sequence	42084
905	Euryarchaeota	c127e86973eb8b7b633f4637d4b3d883	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822975|dbj|BBBE01000034.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00034, whole genome shotgun sequence	1365
906	MGII_virus	9910c3ed60ea261e51c35c08abf62ee5	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2620078_38	94102
907	MGII_virus	a4337bdf71da69dc3ef2f03e1f2f937f	25	0.0115595265461	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2621085_65	102641
908	MGII	26bea47ea11d41e56515006673886ab0	1090	0.650543737724	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__1205646	79519
909	MGII	258cd229425a35ad39eef1e707d00fab	3912	1.8543807818	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__344836	100120
910	Synechococcus	f1eb2c1bca17fba504a38cb916f5c892	3540	0.0751761483093	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome	2234828
911	Euryarchaeota	790dffecf0995b43d78fa92e5cd1e364	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822996|dbj|BBBE01000013.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00013, whole genome shotgun sequence	71728
912	MGII_virus	b5e5136c89f1159814a7c417b9a87903	68	0.0297844020072	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2621151_40	108353
913	Cyanophage	b091c6d83853c37ee83293845ba5e048	24	0.00595738439631	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|326783979|ref|NC_015288.1| Prochlorococcus phage Syn1, complete genome	191195
914	MGII	d4b6410d16bbb030cd19396e956549a6	1977	1.16846967313	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__367509	80299
915	Prochlorococcus	3a7029d4297604cd7c5288ec6bc85724	60353	1.72757880988	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome	1657990
916	MGII	182202ca4e5fd4cbf09785232a6b766b	4184	1.95631141373	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__152276	101502
917	Uncultured_phage	1720ce7f2bdc976e6eb702ea762b0a67	1940	1.90947268372	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__156190_phage	48218
918	MGII_virus	63be4f1f9347ff68268e519c05affbbf	390	0.344599145105	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__154676 Group B? Split DNA pol  Candidate tRNA Predictions in BED format:	53712
919	Uncultured_phage	f0486fcdb1a26658929548dc282955d6	53	0.0377973867306	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__152381_phage	66548
920	Cyanophage	ad681e8899b1410519cd465733d106cd	3	0.0160479895972	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2622694_4368 /station=TARA_122 /depth=115 /filter=0.1-0.22	8872
921	Cyanophage	50de7c01090dec5d0d9bc82584d1131e	28	0.147421691583	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2619950_1649 /station=TARA_036 /depth=5 /filter=0-0.22	9014
922	Halovirus	f0a09d1f6102da0977952375b4475e56	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|509140160|ref|NC_021327.1| Halovirus HCTV-5, complete genome	102105
923	Cyanophage	cb9b40de1fcb3da7b0f6eb62d1a1e6f5	88	0.107545305713	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|472341815|ref|NC_020857.1| Cyanophage MED4-117 genomic sequence	38834
924	SAR116	0f101ef24251f710f0bc1ff79080a2ef	28	0.00463406249823	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	NZ_AFXB01000006.1 SAR116 cluster alpha proteobacterium HIMB100 contig6, whole genome shotgun sequence	286759
925	SAR116	6b845873e123dcf4ccf8c652576d09b1	15	0.00498832478599	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	NZ_AFXB01000008.1 SAR116 cluster alpha proteobacterium HIMB100 contig8, whole genome shotgun sequence	142711
926	Synechococcus	1dd8c9b56486d604b5dde7f9e4b6bbd9	2745	0.0585531188134	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence	2224914
927	MGII	4997286285315acda0a42f15d7f1b5ea	4125	0.778654940325	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	Eury_MGII_archaea contig__155189	251420
928	Cyanophage	96a7b1bbf4b54b267e559ad999f994c8	73	0.0198785069486	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|326783215|ref|NC_015285.1| Prochlorococcus phage Syn33, complete genome	174285
929	Cyanophage	f6e8a24f0f899dd4a20049b6d84d96db	73	0.0913640712956	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2620014_177 /station=TARA_038 /depth=5 /filter=0-0.22	37920
930	Cyanophage	49e6164297ec0b0e47191950180468d4	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|331028007|ref|NC_015465.1| Synechococcus phage S-CBS3, complete genome	33004
931	MGII	b2357f1ce9bb484731c646c8c84542fb	495	1.24912697462	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__347528	18807
