	genome_group	genome_hash	count	n_count	Fraction	dataset	Station	Latitude	Longitude	Depth	PE_read_count	genome_name	genome_size
1020	MGII_virus	533ef7cb50513d7f06eb2ddb93ff3423	1	0.0004631255569	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2621173_6	102476
1021	MGII_virus	389fd651c4ca3b76da9a807a2b49a3f9	91	0.0508338394492	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	X_contig__155773 DNApol similar to the split but is not a split	84959
1022	Cyanophage	0c92188f8bed66f363e58b34fe2c9bf5	32	0.0328622526984	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|148724443|ref|NC_009531.1| Cyanophage Syn5, complete genome	46214
1023	MGII_virus	cad91562d22fd21280ae3941b8d0e1c9	1	0.000494115030546	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2621085_54	96049
1024	MGII_virus	2871a030d5f4d04037a9b6f405e19c5a	203	0.0872744694038	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	Z1	110390
1025	MGII	fed8519c6389f29dc5b2b6e1ca6434f0	51	0.587766387327	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__2447543	4118
1026	MGII	5df967460616a78f13eb1776d779cec8	937	0.691505279764	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__152245	64308
1027	Halovirus	134bcd25e8b416c2dbe0a7d2b4d47a16	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|511534117|ref|NC_021471.1| Halovirus HSTV-1, complete genome	32189
1028	Euryarchaeota	d914c82014bbcb67671b315e5e0201ae	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|288892655|gb|CP001899.1| Ferroglobus placidus DSM 10642, complete genome	2196266
1029	SAR116	5d9ed38b79c583a0b30811a9ed0939f0	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|294083570:675264-676151 Candidatus Puniceispirillum marinum IMCC1322, complete genome	888
1030	Cyanophage	a1a4484522e7f197e93087a5e39ad10b	14	0.110041332223	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2620812_6831 /station=TARA_064 /depth=5 /filter=0-0.22	6038
1031	Cyanophage	b6045dd7874016ed8077ecf5f498ed7c	21	0.069053166074	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2620078_1066 /station=TARA_039 /depth=5 /filter=0-0.22	14433
1032	Euryarchaeota	131b46c04662b2796c71166a0003fa15	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932823003|dbj|BBBE01000006.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00006, whole genome shotgun sequence	90645
1033	Euryarchaeota	ff8910ff99a4b250d5f3019ac143b1bd	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822990|dbj|BBBE01000019.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00019, whole genome shotgun sequence	17575
1034	MGII_virus	226ca292b2eda35c2f1f6002b9b17d57	8	0.00413471169986	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2621191_131	91826
1035	MGII_virus	021526ee7d2b6443a61822ee165426e4	21	0.00939539156042	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2622799_215	106078
1036	SAR11	34b42784973a37a0c72b7383a24a57ee	13868	0.497100427158	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence	1324008
1037	MGII	c17605ff6c4aa09b04d9c6600888c2b3	1049	0.540762491775	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__155598	92064
1038	Cyanophage	a5c910dc0412354d599a17709abdbac0	9925	2.60176035437	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|326782024|ref|NC_015280.1| Prochlorococcus phage P-HM1, complete genome	181044
1039	MGII_virus	304524a2b6692ffb42363678ded8bace	8	0.0036863704347	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2619950_102	102994
1040	Euryarchaeota	0e4bdb44098c8ba5e9cba8d0c964a83e	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822999|dbj|BBBE01000010.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00010, whole genome shotgun sequence	81314
1041	Cyanophage	044bab88ff99ff923efde82fbd605c6e	504	0.124258893919	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|472341521|ref|NC_020855.1| Cyanophage P-RSM6 genomic sequence	192497
1042	Cyanophage	ba4c7ed1b0489104225a36696dc73b03	32	0.0700570230743	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2619962_238 /station=TARA_036 /depth=17 /filter=0-0.22	21678
1043	Euryarchaeota	15e959cb28794f369241a8acbce07fe1	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822995|dbj|BBBE01000014.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00014, whole genome shotgun sequence	67774
1044	MGII	3ebe5a78b626ed68771cc76a2e9bcff5	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|663530238|gb|KF901159.1| Uncultured marine group II/III euryarchaeote KM3_88_H06 genomic sequence	36624
1045	MGII	c756c8241cb7523552193850f2fe0665	11	0.215456789211	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__3236544	2423
1046	Cyanophage	d32dc705768ac025e86b4fd11732ce07	33	0.0504690448818	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2622821_608 /station=TARA_125 /depth=5 /filter=0.1-0.22	31032
1047	MGII	38fb5b9fa398b72ad1841fcebd6378d0	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|663515939|gb|KF900769.1| Uncultured marine group II/III euryarchaeote KM3_192_B10 genomic sequence	42084
1048	MGII_virus	af8ccfb92ece0a3237d7d90e23efbf8e	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2622841_50	97105
1049	Euryarchaeota	c127e86973eb8b7b633f4637d4b3d883	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822975|dbj|BBBE01000034.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00034, whole genome shotgun sequence	1365
1050	MGII_virus	9910c3ed60ea261e51c35c08abf62ee5	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2620078_38	94102
1051	MGII_virus	a4337bdf71da69dc3ef2f03e1f2f937f	17	0.00786047805137	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2621085_65	102641
1052	MGII	26bea47ea11d41e56515006673886ab0	1090	0.650543737724	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__1205646	79519
1053	MGII	258cd229425a35ad39eef1e707d00fab	3912	1.8543807818	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__344836	100120
1054	Synechococcus	f1eb2c1bca17fba504a38cb916f5c892	3540	0.0751761483093	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome	2234828
1055	Euryarchaeota	790dffecf0995b43d78fa92e5cd1e364	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822996|dbj|BBBE01000013.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00013, whole genome shotgun sequence	71728
1056	MGII_virus	b5e5136c89f1159814a7c417b9a87903	65	0.0284703842716	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2621151_40	108353
1057	Cyanophage	b091c6d83853c37ee83293845ba5e048	24	0.00595738439631	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|326783979|ref|NC_015288.1| Prochlorococcus phage Syn1, complete genome	191195
1058	MGII	d4b6410d16bbb030cd19396e956549a6	1977	1.16846967313	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__367509	80299
1059	Prochlorococcus	3a7029d4297604cd7c5288ec6bc85724	60353	1.72757880988	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome	1657990
1060	MGII	182202ca4e5fd4cbf09785232a6b766b	4184	1.95631141373	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__152276	101502
1061	Uncultured_phage	1720ce7f2bdc976e6eb702ea762b0a67	1940	1.90947268372	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__156190_phage	48218
1062	MGII_virus	63be4f1f9347ff68268e519c05affbbf	365	0.322509456316	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__154676 Group B? Split DNA pol  Candidate tRNA Predictions in BED format:	53712
1063	Uncultured_phage	f0486fcdb1a26658929548dc282955d6	53	0.0377973867306	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__152381_phage	66548
1064	MGII_virus	8247b1bb85c6a05834b51271f0c5ef23	8	0.00359444500086	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2620014_23	105628
1065	Cyanophage	ad681e8899b1410519cd465733d106cd	3	0.0160479895972	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2622694_4368 /station=TARA_122 /depth=115 /filter=0.1-0.22	8872
1066	Cyanophage	50de7c01090dec5d0d9bc82584d1131e	28	0.147421691583	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2619950_1649 /station=TARA_036 /depth=5 /filter=0-0.22	9014
1067	Halovirus	f0a09d1f6102da0977952375b4475e56	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|509140160|ref|NC_021327.1| Halovirus HCTV-5, complete genome	102105
1068	Cyanophage	cb9b40de1fcb3da7b0f6eb62d1a1e6f5	88	0.107545305713	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|472341815|ref|NC_020857.1| Cyanophage MED4-117 genomic sequence	38834
1069	SAR116	0f101ef24251f710f0bc1ff79080a2ef	28	0.00463406249823	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	NZ_AFXB01000006.1 SAR116 cluster alpha proteobacterium HIMB100 contig6, whole genome shotgun sequence	286759
1070	SAR116	6b845873e123dcf4ccf8c652576d09b1	15	0.00498832478599	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	NZ_AFXB01000008.1 SAR116 cluster alpha proteobacterium HIMB100 contig8, whole genome shotgun sequence	142711
1071	Synechococcus	1dd8c9b56486d604b5dde7f9e4b6bbd9	2745	0.0585531188134	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence	2224914
1072	MGII	4997286285315acda0a42f15d7f1b5ea	4125	0.778654940325	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	Eury_MGII_archaea contig__155189	251420
1073	MGII_virus	93ed4de81d1e165e49723c892ef57243	5	0.00224657066295	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2621085_75_2	105626
1074	Cyanophage	96a7b1bbf4b54b267e559ad999f994c8	73	0.0198785069486	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|326783215|ref|NC_015285.1| Prochlorococcus phage Syn33, complete genome	174285
1075	Cyanophage	f6e8a24f0f899dd4a20049b6d84d96db	73	0.0913640712956	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2620014_177 /station=TARA_038 /depth=5 /filter=0-0.22	37920
1076	Cyanophage	49e6164297ec0b0e47191950180468d4	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|331028007|ref|NC_015465.1| Synechococcus phage S-CBS3, complete genome	33004
1077	MGII	b2357f1ce9bb484731c646c8c84542fb	495	1.24912697462	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__347528	18807
1078	MGII	ea618c6ddf391139c2c7c7bcb74d714f	4226	1.37134150963	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__172706	146253
1079	MGII	35c1af6e5eda2905fcf4c987c9b1235c	6745	1.77872983418	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__173937	179967
1080	Cyanophage	c84cc511d5c752080560170a686fbd8d	4614	0.940307803145	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|326783659|ref|NC_015287.1| Synechococcus phage S-SSM7, complete genome	232878
1081	MGII_virus	cd5ee01db6380a109a1ad3d2eac1ab55	19	0.0093594394753	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2620256_34	96344
1082	MGII_virus	789a0753a83a4783250efeadeed9b852	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2619974_229	111219
1083	MGII	8e73b3a8a5f66fba0e53c10d537cb429	535	0.0123008857916	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	ENA|CM001443|CM001443.1 uncultured marine group II euryarchaeote chromosome, whole genome shotgun sequence. 	2064136
1084	MGII_virus	e5c431bb485aa1f53e7d70757d569c40	1	0.000454542668578	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2620078_50	104411
1085	MGII	68d4fc2ce4bcbf4e9c72d6eb7f486574	552	0.585733321156	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__162378	44726
1086	Roseobacter_phage	0d65beade4848d49021c8145f4544090	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|9964607|ref|NC_002519.1| Roseobacter phage SIO1, complete genome	39898
1087	MGII	082ebca091d9b65cc9324332993a777a	1541	0.926952664081	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	Eury_contig__182440	78898
1088	Uncultured_phage	1e942354b8cefc0d11af69b4c6557b45	15	0.0111856577869	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__155537_phage	63643
1089	MGII	a8b6137ae2453c67945e42dd2d56dd0c	3690	1.61700291185	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__158556	108302
1090	Cyanophage	588d9ff15714092a51ed4f06e0a02090	9885	2.65907186735	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|326782732|ref|NC_015283.1| Prochlorococcus phage P-RSM4, complete genome	176428
1091	Crenarchaeota	10bec8571527712ce29ca5fa18e2414f	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|756979970|ref|NZ_KI911318.1| Desulfurococcus amylolyticus Z-533 genomic scaffold scaffold1, whole genome shotgun sequence	1307099
1092	Prochlorococcus	3ae5e734b7686a101252fcbe401886da	4430020	120.914801054	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome	1738790
1093	Cyanophage	126daea7cb41406f686dbe50a98dca81	316	0.0771242784605	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|255928922|ref|NC_013085.1| Synechococcus phage S-RSM4, complete genome	194454
1094	Euryarchaeota	f1958ab9a99f217ddc72579b96611e3e	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932823000|dbj|BBBE01000009.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00009, whole genome shotgun sequence	82519
1095	MGII	c9d3e2fbf1bdac6a55a4553a34e744f0	574	0.649429330406	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__158470	41947
1096	Prochlorococcus	41395afd3460252eef1e5e1f3b347536	3408	0.0867369822086	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome	1864731
1097	MGII	1b1ca8b3cd60d96ff8d087f285443ca5	11312	1.96868740877	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__155828	272699
1098	MGII	579f11f66207bda055fe72553d706e14	826	0.839177639977	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__156895	46714
1099	MGII_virus	567c49bf8de1d40115dfb0c376a64192	1	0.000518272556774	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2621033_64	91572
1100	SAR11	658393987e8720edadbe9513b44d4c7c	60028	2.07182532636	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence	1375060
1101	MGII_virus	77cc87d0c3db21870ba195f3dd9ae65f	119	0.0506811261605	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2591132_39	111435
1102	Synechococcus	90fe2e7cc91610ca7559de61b5bdea83	11874	0.23148402366	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome	2434428
1103	SAR116	602a7c45cb87055f607c5b1bbe7c8b3c	18	0.00885975650781	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	NZ_AFXB01000009.1 SAR116 cluster alpha proteobacterium HIMB100 contig9, whole genome shotgun sequence	96421
1104	Euryarchaeota	01165ceea3e09dcee8ff1519b0a501ae	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822970|dbj|BBBE01000039.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00039, whole genome shotgun sequence	687
1105	Euryarchaeota	f99450e50963d34400448fc2d38bebba	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822981|dbj|BBBE01000028.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00028, whole genome shotgun sequence	2198
1106	Euryarchaeota	a16941d6e2509ea3764b2a64742c322a	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822977|dbj|BBBE01000032.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00032, whole genome shotgun sequence	1449
1107	MGII_virus	c85469d5670f460cf1d2794478ed34b4	29	0.0134861777343	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__154680	102054
1108	SAR11	8e11ad3e05b209639eb00032621b696c	25015	0.907113726087	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome	1308759
1109	MGII	d4aabdb483cea2cb83826488296a6742	756	0.845629085156	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__173007	42429
1110	MGII	b23a2f71f062b689ebb32920559f5916	2312	0.686451228148	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__152292	159845
1111	Cyanophage	f2ca6439cbeb29ef429cb9dcc04efade	691	0.171888027649	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|326781756|ref|NC_015279.1| Synechococcus phage S-SM2, complete genome	190789
1112	MGII	34ca9520c481bd520c7cd13698babd07	4081	1.25926476965	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__152209	153805
1113	Euryarchaeota	7256396477ada3c26f22096fa46a25df	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932823001|dbj|BBBE01000008.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00008, whole genome shotgun sequence	83999
1114	Cyanophage	42b81963f54377986bd8aac34c4643f4	421	0.780147052965	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2619686_1031 /station=TARA_018 /depth=60 /filter=0-0.22	25611
1115	Euryarchaeota	bdd86345c53282a14ecd785cfa1b4ae2	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822984|dbj|BBBE01000025.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00025, whole genome shotgun sequence	3824
1116	Euryarchaeota	c8ffc229189268e7a890dbaf55538381	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932822976|dbj|BBBE01000033.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00033, whole genome shotgun sequence	1378
1117	MGII	3c2ef9c65b0f3424cddb62c38a06058f	975	0.489627888226	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__152314	94506
1118	MGII	2b2dce9ced89e317e51e37c5660ba588	507	0.863452903665	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__156581	27867
1119	MGII_virus	1d0c8edc90633df0840edcb1970241b8	1	0.000461751243604	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2619923_17	102781
1120	MGII	c3440cf054721023133f4642eee1593b	2052	0.679939609401	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__156257	143228
1121	Euryarchaeota	e3a1f2c87d440f6d995f6b0035b494bf	1	1.91516696309e-05	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|851114167|ref|NZ_LN515531.1| Methanobacterium formicicum genome assembly DSM1535, chromosome : chrI	2478074
1122	MGII_virus	5e4a7cf8ce806279a14e631ee78c9323	14	0.00680621550654	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2620879_17	97621
1123	MGII_virus	67cac3c5a6b8923c8f2e4dcb0163be26	84	0.0409417222999	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2622821_47	97372
1124	MGII_virus	a65af550e93971815c6159b37c576d8d	53	0.0259602494752	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__154564 thermosome	96892
1125	MGII_virus	36a41241ea79db520cbdeca650a294c1	153	0.0930728680805	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__157565	78017
1126	Euryarchaeota	c63c475535cd2d837431f59c16915ee4	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932823006|dbj|BBBE01000003.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00003, whole genome shotgun sequence	153738
1127	Cyanophage	355ddc067ef5b0a90e8eaf638bfabc14	3	0.0186139055702	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2619888_5466 /station=TARA_034 /depth=5 /filter=0.1-0.22	7649
1128	Crenarchaeota	2ed23a21ef61ff4cb010e129e7614375	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|343459436|gb|CP002838.1| Pyrolobus fumarii 1A, complete genome	1843267
1129	MGII	42011220d38100dcac36834b222aab4f	1493	1.31019520851	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__157756	54081
1130	Cyanophage	a04b70aebc69aea82b0cd695cda86b35	238	0.897164621715	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2620894_1263 /station=TARA_065 /depth=30 /filter=0.1-0.22	12590
1131	MGII	cb8a73007236dcb3edb2eff36f62937b	270	0.329493410481	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|170516806|gb|EU556724.1| Uncultured marine group II euryarchaeote DeepAnt-15E7 genomic sequence	38890
1132	Uncultured_phage	03199d14462d1ed9e6d5ea9c1c2df849	398	0.272864661366	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__152495_phage	69224
1133	MGII	3339359fdd6969f587a25e51167e9a05	174	0.646158865022	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__402642	12780
1134	MGII	4a9c8747b7c56abf5de9ff52eaeb2c65	39	0.690380801263	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__2498119	2681
1135	MGII	374d112a90d61db8c233e986d45061dd	2276	1.59014947075	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__157656	67929
1136	Cyanophage	96be44ae1056b4b10926847e9eb4acce	42	0.0417521353112	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|372217768|ref|NC_016658.1| Cyanophage NATL1A-7, complete genome	47741
1137	Uncultured_phage	3fc3273bc56b36d7c67f808021eec9da	8	0.00709405897891	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__154839_phage	53520
1138	Euryarchaeota	6a2febaab7319f825591ad51a17c2cf7	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932823007|dbj|BBBE01000002.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00002, whole genome shotgun sequence	204148
1139	Prochlorococcus	57328953415733bfc592ab8c8fad6940	2260	0.0635051894717	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome	1688963
1140	Cyanophage	5978f2c6499e3ca590e060b1ad62698f	12653	3.04265760743	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|971760222|ref|NC_028955.1| Prochlorococcus phage P-TIM68, complete genome	197361
1141	Euryarchaeota	b68e82dcffd84ddc7b8c7ac2c908b79b	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932823002|dbj|BBBE01000007.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00007, whole genome shotgun sequence	86596
1142	MGII_virus	1afaeedd5afa425942c445f666d5344d	195	0.0783958749412	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__156409	118049
1143	Cyanophage	aa0f4f51402c7d7ec3d792ffd8e4c55f	58	0.146005238689	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2619935_167 /station=TARA_036 /depth=5 /filter=0.1-0.22	18853
1144	MGII	d16c939b4b4038355588b3b6708b6fb0	3039	0.920442098566	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__154640	156695
1145	Euryarchaeota	881131f3ca2ac6911144655b367b024a	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|932823005|dbj|BBBE01000004.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00004, whole genome shotgun sequence	96488
1146	Halovirus	77051e9d9c4b9c92befb4f7520ed6bad	0	0.0	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|509140683|ref|NC_021330.1| Halovirus HCTV-1, complete genome	103257
1147	Prochlorococcus	e583b8b86a6d640da112fa80728e697e	1220	0.0215830432587	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome	2682675
1148	MGII_virus	56e32ef9119d78737628d12f98db2f0e	44	0.0223149125448	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	SAMEA2621173_12	93579
1149	Cyanophage	d263f720f0de0cd6f25fca938c1f5ece	1427	0.391744261997	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	gi|418487144|ref|NC_019443.1| Synechococcus phage metaG-MbCM1, complete genome	172879
1150	SAR116	506e83bd223300ae6271d68a6fa5120b	15	0.00834228415695	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	NZ_AFXB01000007.1 SAR116 cluster alpha proteobacterium HIMB100 contig7, whole genome shotgun sequence	85335
1151	MGII	f2bdb09f7befeea6945c389b339735f0	493	0.791817405071	BACT	EG24	Eilat	34.97	29.53	5.0	21070706.0	contig__400168	29549
